household_key,churn_flag,Frequency,Monetary,Basket_Value_Std,customer_lifetime,Recency_Capped,Inactive_Days_Ratio,active_weeks_ratio,promo_usage_ratio,Avg_Items_Per_Basket,coupon_dependency,IPT_CV,Private_Brand_Ratio,Display_Responsiveness,Mailer_Responsiveness,Rolling_Freq_Slope,Camp_Count_TypeA,Camp_Count_TypeB,Camp_Count_TypeC,Campaigns_Last_30D,Days_Since_Last_Camp,has_demographic_info,Primary_Store_ID
1015,0,97,3409.39,2.1386495,605,11,0.01818181818181818,0.8464052287581699,0.15463915931555058,15.278348940376397,0.0038716604,0.5304532751660525,0.6365784499054821,0.5028382190026573,0.18070009375260124,-1.500000000000001,4.0,0.0,1.0,0.0,64.0,1,403
1016,0,38,2765.04,3.1852207,648,19,0.029320987654320986,0.2778625954198473,0.0,18.60525826177414,0.0,1.8200261037351073,0.21365638766519823,0.44701986261567483,0.08278145603993978,-1.5000000000000007,1.0,3.0,0.0,1.0,5.0,0,367
1017,0,60,3343.68,2.4875793,622,2,0.003215434083601286,0.5564387917329093,0.1333333111111148,22.216662963889505,0.0037802663,0.9011260736914519,0.14498567335243553,0.4865174957744263,0.16121629282147854,1.9999999999999998,3.0,0.0,1.0,0.0,64.0,0,295
1018,0,147,1865.1799,3.2775035,615,1,0.0016260162601626016,0.7540192926045016,0.05442176500532211,3.7006800203619035,0.0040961197,0.9887639068160181,0.23763736263736263,0.5812672096244186,0.13774104493469636,1.9999999999999998,5.0,0.0,0.0,0.0,64.0,1,296
1019,0,45,1419.19,3.671109,639,5,0.00782472613458529,0.3575851393188854,0.0,9.155553520988105,0.0,1.1235172890777974,0.225140712945591,0.38606402286131786,0.13747645692134733,1.9999999999999998,1.0,0.0,0.0,0.0,239.0,0,361
102,1,8,304.84,2.2167315,603,90,0.7827529021558872,0.06885245901639345,0.12499984375019532,13.249983437520704,0.008201024,0.9050975525856544,0.0425531914893617,0.4604316215516819,0.17985610216862574,0.0,0.0,0.0,0.0,0.0,651.0,0,333
1020,0,146,8014.09,2.4753351,566,1,0.0017667844522968198,0.8673647469458987,0.04109588759617208,19.31506717020088,0.0011454825,0.8354813968307657,0.2568069306930693,0.4718266239262333,0.13126934943879456,5.999999999999999,3.0,2.0,0.0,1.0,27.0,1,319
1021,0,89,1982.74,2.4191678,550,4,0.007272727272727273,0.5529622980251346,0.022471907587426114,7.483145226612896,0.0017652339,1.1723790977188344,0.3,0.5785024084721931,0.1400966166654998,-3.000000000000001,0.0,1.0,0.0,0.0,370.0,1,368
1022,1,36,263.27,1.2484705,609,70,0.11494252873563218,0.22727272727272727,0.0,3.555554567901509,0.0,1.591296029997621,0.33116883116883117,0.37499997532894896,0.11842104484072073,-0.5000000000000002,0.0,0.0,0.0,0.0,651.0,0,375
1023,0,284,22989.01,10.433846,544,10,0.01838235294117647,0.9528130671506353,0.06338027945844087,12.475351673403111,0.00089521037,0.8143591419349093,0.0639269406392694,0.35921797851412757,0.052621962264531405,-5.0000000000000036,0.0,0.0,0.0,0.0,651.0,0,429
1024,0,120,7996.71,3.6157877,576,12,0.020833333333333332,0.6843910806174957,0.15833332013888998,18.24999847916679,0.006462658,0.9894827896358424,0.2504677893611334,0.645894622503625,0.28991708935566435,-1.5000000000000007,3.0,1.0,2.0,1.0,27.0,1,295
1025,0,77,3164.4,2.1861708,606,19,0.03135313531353135,0.4796084828711256,0.025974022600776286,16.22077711418479,0.0015800784,1.0135868733785631,0.3176193282262817,0.5882005865002915,0.20353982180802466,1.4999999999999998,1.0,2.0,0.0,0.0,174.0,0,288
1026,1,26,412.54,1.4408214,644,90,0.3416149068322981,0.20430107526881722,0.0,8.153843017752685,0.0,1.654728894178693,0.43023255813953487,0.472656231536866,0.1757812431335452,0.0,0.0,0.0,0.0,0.0,651.0,0,410
1027,0,37,983.9,2.962249,597,42,0.07035175879396985,0.3592715231788079,0.0810810591672813,8.513511212564536,0.0031507264,0.690608884088455,0.2356828193832599,0.475663706290626,0.17699114652674455,-1.5000000000000007,0.0,0.0,0.0,0.0,651.0,0,354
1028,1,12,121.91,1.144724,617,90,0.1507293354943274,0.1346153846153846,0.08333326388894677,5.833328472226273,0.0045115245,0.7261216886895588,0.07291666666666667,0.2234042315527413,0.12765956088728075,0.0,0.0,0.0,0.0,0.0,651.0,0,420
1029,0,156,9422.95,2.1008346,558,1,0.0017921146953405018,0.929203539823009,0.08333332799145333,21.320511453813367,0.0020471297,0.5982003520894957,0.1452127659574468,0.32251197359629596,0.08036189441095823,0.4999999999999988,3.0,8.0,1.0,1.0,27.0,0,438
