household_key,churn_flag,Frequency,Monetary,Basket_Value_Std,customer_lifetime,Recency_Capped,Inactive_Days_Ratio,active_weeks_ratio,promo_usage_ratio,Avg_Items_Per_Basket,coupon_dependency,IPT_CV,Private_Brand_Ratio,Display_Responsiveness,Mailer_Responsiveness,Rolling_Freq_Slope,Camp_Count_TypeA,Camp_Count_TypeB,Camp_Count_TypeC,Campaigns_Last_30D,Days_Since_Last_Camp,has_demographic_info,Primary_Store_ID
1411,1,6,131.52,3.047088,545,90,0.381651376146789,0.06340579710144927,0.0,6.499989166684722,0.0,1.0237287162960411,0.23529411764705882,0.6122447730112708,0.18367343190338123,0.0,0.0,0.0,0.0,0.0,651.0,0,313
1412,0,68,3525.8,1.865021,642,9,0.014018691588785047,0.5716486902927581,0.10294116133218215,17.51470330666128,0.00228317,1.3555137739082799,0.18732970027247955,0.5675306918995178,0.12755798003030028,-2.0000000000000013,3.0,1.0,1.0,0.0,36.0,1,31742
1413,0,23,319.34,2.0500083,558,27,0.04838709677419355,0.21061946902654868,0.043478241965981754,4.999997826087902,0.0031314588,1.8102511213643544,0.302158273381295,0.4306569028717589,0.09489050402259094,-0.5000000000000006,0.0,0.0,0.0,0.0,651.0,0,208
1414,0,9,140.07,4.9111385,539,15,0.027829313543599257,0.11538461538461539,0.0,4.333328518523868,0.0,0.6151959100893278,0.509090909090909,0.5094338661445535,0.15094336774653438,1.0000000000000002,0.0,0.0,0.0,0.0,651.0,0,293
1415,0,24,228.09,3.4694836,580,2,0.0034482758620689655,0.23850085178875638,0.12499994791668836,3.8333317361117767,0.012056644,1.0430753204774477,0.391304347826087,0.41592916673193214,0.1769911347795456,1.9999999999999998,0.0,0.0,0.0,0.0,651.0,0,355
1416,0,3,42.42,3.3674548,608,45,0.07401315789473684,0.03414634146341463,0.0,3.333322222259259,0.0,0.042702717062678995,0.05555555555555555,0.8124994921878174,0.6874995703127685,0.0,0.0,0.0,0.0,0.0,651.0,0,381
1417,0,50,2291.63,3.560498,577,4,0.006932409012131715,0.40753424657534243,0.039999992000001594,13.53999729200054,0.0022167629,2.1288759119225253,0.5688793718772306,0.6833452417201913,0.37097926825604527,-1.5000000000000004,1.0,0.0,0.0,0.0,64.0,0,408
1418,0,71,2485.72,4.832691,600,6,0.01,0.6573311367380561,0.05633802023408165,10.309857702836943,0.00088505546,0.795170394105116,0.2718676122931442,0.4063980994502595,0.12914691790110286,-9.4950266995548e-16,3.0,1.0,0.0,0.0,48.0,1,402
1419,0,473,6740.48,2.6800692,583,2,0.003430531732418525,0.9847457627118643,0.1945031671352396,5.511627790451844,0.01933245,0.7416712138098148,0.33562822719449226,0.6305970131153932,0.26090700269544487,-1.0000000000000018,1.0,2.0,1.0,1.0,27.0,1,421
142,0,156,2040.98,1.6900986,633,3,0.004739336492890996,0.9625,0.0,4.80128174350758,0.0,0.6344615065355574,0.18904109589041096,0.5471180187820859,0.1116193951361446,-8.308148362110449e-16,5.0,2.0,0.0,0.0,64.0,0,436
1420,1,72,3750.9,3.1495678,604,28,0.046357615894039736,0.5155482815057283,0.09722220871913767,16.111108873457102,0.0021648137,1.1554073848165776,0.3047858942065491,0.5945775498450344,0.20680958255479456,0.4999999999999999,4.0,2.0,0.0,0.0,64.0,0,3297
1421,0,171,3613.93,1.6988794,637,3,0.004709576138147566,0.9565217391304348,0.08771929311583081,9.076022861051294,0.004687418,0.6320143962331359,0.2901134521880065,0.5862628416102604,0.26825310833827415,-0.9999999999999997,5.0,2.0,0.0,1.0,27.0,1,31742
1422,0,7,306.67,2.650065,604,38,0.06291390728476821,0.057283142389525366,0.0,14.857121632683382,0.0,1.3890673175903556,0.33093525179856115,0.3722627465501645,0.02189780862059791,-1.5000000000000004,0.0,0.0,0.0,0.0,651.0,0,616
1423,1,177,1507.84,3.4709241,542,2,0.0036900369003690036,0.930783242258652,0.005649717194931232,2.7005648191771288,0.0004974003,0.7525722711551248,0.3866799204771372,0.3247011919850479,0.11952191116014033,1.5,3.0,0.0,0.0,0.0,64.0,1,408
1424,1,55,554.43,1.5962919,532,10,0.018796992481203006,0.5064935064935064,0.0,4.6727264231406505,0.0,1.1368266362708817,0.33447098976109213,0.4707903618285099,0.1649484479399159,1.9999999999999998,1.0,0.0,0.0,0.0,239.0,0,436
1425,0,112,3578.75,2.0404727,544,1,0.001838235294117647,0.736842105263158,0.22321426578444054,12.624998872767957,0.013278381,0.8647980499965896,0.2130862767805443,0.6950724597387103,0.26666666512077297,0.9999999999999989,3.0,2.0,0.0,1.0,5.0,1,339
1426,0,59,2058.8,5.580388,644,1,0.0015527950310559005,0.45161290322580644,0.01694914966963565,11.237286230968435,0.00048571982,1.2906145993860938,0.20952380952380953,0.41885441027620035,0.16825775455539674,0.4999999999999998,2.0,0.0,0.0,0.0,328.0,0,358
1427,0,53,1844.18,1.7323487,599,11,0.018363939899833055,0.4158415841584159,0.15094336774653438,14.79245003916037,0.016104719,1.3053399603403786,0.2366565961732125,0.5933400545576181,0.18163471057886266,-1.4242540049332199e-15,0.0,0.0,0.0,0.0,651.0,0,448
1428,0,121,3681.17,2.9866154,558,5,0.008960573476702509,0.7557522123893806,0.06611569701523165,11.652891598934579,0.0053488426,1.1692739109474548,0.4260731319554849,0.5824933656101148,0.2079575585784745,-3.500000000000002,1.0,2.0,1.0,0.0,36.0,1,422
1429,0,73,700.32,1.7860188,536,1,0.0018656716417910447,0.6316758747697975,0.2876711934696995,3.7397255151060937,0.0421236,0.8873359369822001,0.5764192139737991,0.8421052446906745,0.5614034964604496,-1.000000000000002,0.0,1.0,0.0,0.0,216.0,1,445
143,0,341,5564.77,2.461537,553,14,0.02531645569620253,0.8125,0.10557184441138287,6.988269589786816,0.010341846,1.5811324496171462,0.24505794137695977,0.5603683473384435,0.24010913969949133,-5.934391687221749e-16,3.0,2.0,1.0,1.0,27.0,0,324
1430,0,182,14765.67,2.4645593,575,3,0.0052173913043478265,0.9742268041237114,0.05494505192609605,25.906591983154286,0.0022349139,0.6632632716682408,0.32389078498293516,0.5071696816197172,0.12256742894747794,0.4999999999999985,2.0,5.0,3.0,1.0,5.0,1,31742
1431,0,136,2397.25,2.9504426,545,2,0.003669724770642202,0.8115942028985507,0.0,5.124999623161792,0.0,0.9047500137183258,0.2517321016166282,0.4236111062082048,0.08449073976283866,-3.0000000000000013,3.0,0.0,0.0,0.0,64.0,0,381
1432,0,8,281.38998,2.023346,641,19,0.029641185647425898,0.08641975308641975,0.37499953125058594,15.74998031252461,0.011727496,1.6285491985098102,0.271523178807947,0.4295301725147535,0.24832213098509187,-2.9671958436108745e-16,0.0,0.0,0.0,0.0,651.0,0,343
1433,0,6,55.12,2.846086,604,3,0.004966887417218543,0.057283142389525366,0.0,2.8333286111189815,0.0,1.9410886946246662,0.2631578947368421,0.5882349480970893,0.11764698961941787,1.5,0.0,0.0,0.0,0.0,651.0,0,310
1434,0,205,3813.47,2.2274106,547,5,0.009140767824497258,0.9097472924187726,0.0048780485425342175,7.643902066151119,0.00026222836,0.9439937438447072,0.2718609865470852,0.5151515122606537,0.14421997674399564,-1.0000000000000009,3.0,4.0,1.0,2.0,5.0,0,296
1435,0,13,511.78,3.0538123,610,31,0.05081967213114754,0.12479740680713129,0.0,10.692299467461948,0.0,0.638563151101663,0.3101851851851852,0.4999999766355151,0.17289718818237437,-8.901587530832624e-17,0.0,0.0,0.0,0.0,651.0,0,288
1436,0,8,134.89,2.0613828,547,55,0.10054844606946983,0.07581227436823106,0.12499984375019532,6.499991875010156,0.018533617,1.4909999855441896,0.25,0.4827585374554246,0.2068965160523248,-1.5000000000000013,0.0,0.0,0.0,0.0,651.0,0,358
1437,0,94,4525.38,2.0436814,631,2,0.003169572107765452,0.6473354231974922,0.1808510445903144,22.563827386826873,0.019861314,0.9101397360818617,0.29421419778416086,0.5938398332901854,0.20164270964417777,0.4999999999999997,2.0,3.0,1.0,1.0,27.0,1,443
1438,0,38,1913.84,3.6346495,641,10,0.015600624024960999,0.32407407407407407,0.0,13.73683849030566,0.0,1.3595656034701353,0.15683229813664595,0.2912772540299493,0.11526479571238636,-1.0000000000000007,0.0,1.0,0.0,0.0,216.0,1,422
1439,0,30,533.4,2.2554555,562,11,0.019572953736654804,0.27065026362038663,0.0,6.2999979000007,0.0,1.1578549450699267,0.4715447154471545,0.5737704682880955,0.24180326877855454,1.0000000000000002,0.0,0.0,0.0,0.0,651.0,0,384
144,1,88,2126.31,3.365974,556,2,0.0035971223021582736,0.5470692717584369,0.0,7.079544650051744,0.0,1.1845302740757049,0.24392819429778248,0.646560839718933,0.2380952355757118,-2.9671958436108745e-16,3.0,1.0,0.0,0.0,64.0,0,313
1440,0,68,1699.88,2.062294,555,7,0.012612612612612612,0.5729537366548042,0.058823520761246945,9.66176328503481,0.00988305,1.3315053108271973,0.3567901234567901,0.6027227648177876,0.28094059058241844,-3.5606350123330496e-16,1.0,0.0,0.0,0.0,64.0,0,31742
1441,0,13,401.47,4.8723674,631,17,0.02694136291600634,0.13166144200626959,0.0,9.538454201189076,0.0,1.0648678730417782,0.2138364779874214,0.4140127124832667,0.09554139518844616,0.5000000000000001,0.0,0.0,0.0,0.0,651.0,0,334
1442,0,26,260.3,1.1282936,595,90,0.22016806722689075,0.16279069767441862,0.0,5.769228550296711,0.0,2.45393060708459,0.3693181818181818,0.6321838717135706,0.19540228762055817,0.0,0.0,0.0,0.0,0.0,651.0,0,446
1443,0,170,2002.15,3.2464118,567,4,0.007054673721340388,0.7317073170731707,0.0,3.26470569031143,0.0,1.458850906102374,0.1976127320954907,0.4534574407784915,0.06648936081796063,-1.0000000000000016,2.0,0.0,0.0,0.0,64.0,1,367
1444,0,23,323.99,1.4131148,611,33,0.054009819967266774,0.1699029126213592,0.0,5.391302003781737,0.0,1.3947074115461846,0.17518248175182483,0.5851851418381376,0.11851850973936964,-1.5000000000000004,0.0,0.0,0.0,0.0,651.0,0,374
1445,0,155,4335.78,2.9557626,569,7,0.012302284710017574,0.8385416666666666,0.02580644994797097,9.2451606938606,0.0021910707,1.4486069378153859,0.2131624927198602,0.5306122418040102,0.16967929930216152,-3.000000000000001,3.0,5.0,1.0,1.0,5.0,1,410
1446,0,40,1898.23,1.9394284,534,3,0.0056179775280898875,0.43992606284658037,0.3499999125000218,17.82499554375111,0.026329791,0.9117094895269566,0.13369565217391305,0.5664487955724532,0.16122004181677516,0.4999999999999996,3.0,0.0,1.0,0.0,64.0,0,396
1447,0,34,448.29,4.6610365,615,21,0.03414634146341464,0.292604501607717,0.058823512110731724,4.26470462802805,0.00948047,1.3234323835563806,0.13574660633484162,0.3789954164842276,0.10502282625466547,-0.5000000000000007,0.0,1.0,0.0,0.0,48.0,0,286
1448,1,77,1839.22,5.972905,550,90,0.21636363636363637,0.4272890484739677,0.0,4.064934537021489,0.0,2.3774952603983657,0.4845679012345679,0.6408668631444758,0.12848297014732246,0.0,1.0,0.0,0.0,0.0,64.0,0,361
1449,1,37,356.44,1.8697569,545,26,0.047706422018348627,0.34239130434782605,0.0,4.054052958364065,0.0,1.0018992898435215,0.5029585798816568,0.6347305009143412,0.12574849546416195,-5.934391687221749e-16,0.0,0.0,0.0,0.0,651.0,0,422
145,0,47,1145.42,3.4212341,586,34,0.05802047781569966,0.4249578414839798,0.042553182435493095,7.446806926211292,0.0030556475,0.823703868737311,0.27578947368421053,0.63636362290986,0.3086680695841846,-2.000000000000001,0.0,1.0,0.0,0.0,370.0,0,356
1450,0,61,1193.2,2.629288,560,66,0.11785714285714285,0.38271604938271603,0.0,6.606556294007165,0.0,1.4929543574850994,0.4688995215311005,0.6287999899392002,0.24319999610880008,-2.5000000000000004,0.0,0.0,0.0,0.0,651.0,0,313
1451,0,196,4804.01,3.5624878,537,5,0.00931098696461825,0.9264705882352942,0.1836734600166602,7.7653057262599114,0.02961068,0.8896199146220043,0.3444647758462946,0.6135531107438044,0.2770146507462699,-1.0000000000000027,2.0,4.0,1.0,1.0,27.0,1,432
1452,1,344,1647.37,1.5284194,597,2,0.0033500837520938024,0.9966887417218543,0.0,2.874999916424421,0.0,0.787190314667421,0.5344051446945337,0.5273663842410407,0.15711525977388757,5.999999999999999,5.0,1.0,0.0,0.0,64.0,1,339
1453,0,647,18818.7,3.0295799,554,1,0.0018050541516245488,0.9857397504456329,0.04482225587600841,8.833075597634071,0.0028631096,0.6850347075757076,0.15179991325719241,0.4526391895117293,0.11829356454332095,2.4999999999999947,3.0,5.0,3.0,2.0,5.0,1,31862
1454,0,108,3749.86,2.9328156,561,1,0.0017825311942959,0.6408450704225352,0.13888887602880778,10.518517544581709,0.00822964,1.4619955351623972,0.23896595208070617,0.5126262593899857,0.22474747332861444,2.499999999999999,2.0,1.0,0.0,0.0,64.0,1,412
1455,1,7,652.13,2.1904392,617,90,0.6337115072933549,0.05608974358974359,0.14285693877580175,32.142811224555395,0.00092006195,0.5840706930848331,0.20761245674740483,0.40069685014993556,0.14634145831562864,0.0,0.0,0.0,0.0,0.0,651.0,0,341
1456,0,67,1494.32,2.1292887,525,22,0.0419047619047619,0.5263157894736842,0.0,8.805968834930024,0.0,1.5412939657366636,0.31799729364005414,0.5848032485101323,0.1601085459958135,0.5000000000000001,1.0,0.0,0.0,0.0,147.0,0,31642
1457,0,31,2144.1199,5.060799,602,3,0.0049833887043189366,0.26436781609195403,0.06451610822061025,16.935478407910193,0.0020521241,1.8314652166090213,0.31199278629395855,0.5609756046885672,0.12646793020354175,2.0,0.0,0.0,0.0,0.0,651.0,0,381
1458,0,98,2615.89,2.9489262,559,1,0.0017889087656529517,0.7420494699646643,0.05102040295710174,9.12244804872979,0.0057647685,0.7595766145152276,0.2987234042553191,0.5745950505149612,0.26598465246389896,1.0000000000000004,3.0,1.0,0.0,1.0,27.0,0,292
1459,0,68,4044.34,3.0978076,584,1,0.0017123287671232876,0.4856175972927242,0.014705880190311736,16.720585776384443,0.00024725913,1.3167519353251396,0.13380736910148675,0.48932038518239235,0.15987054912705145,2.5,3.0,3.0,0.0,1.0,27.0,0,346
146,0,35,729.21,1.7276139,624,46,0.07371794871794872,0.2551505546751189,0.05714284081633119,9.771425779592633,0.0041826083,1.14108553469868,0.35091743119266056,0.6175115065089515,0.2834101317186606,0.0,0.0,0.0,0.0,0.0,651.0,0,360
1460,1,51,2277.17,2.689014,582,9,0.015463917525773196,0.46349745331069614,0.15686271434064425,14.509801076509591,0.008365647,0.8009594395246059,0.17286914765906364,0.5186522199921514,0.14320096097231094,-0.5000000000000006,2.0,0.0,0.0,0.0,64.0,0,330
