household_key,churn_flag,Frequency,Monetary,Basket_Value_Std,customer_lifetime,Recency_Capped,Inactive_Days_Ratio,active_weeks_ratio,promo_usage_ratio,Avg_Items_Per_Basket,coupon_dependency,IPT_mean,IPT_std,IPT_CV,Private_Brand_Ratio,Display_Responsiveness,Mailer_Responsiveness,Rolling_Freq_Slope,Primary_Store_ID,Camp_Count_TypeA,Camp_Count_TypeB,Camp_Count_TypeC,Total_Campaigns_Received,Campaigns_Last_30D,Days_Since_Last_Camp,has_demographic_info,future_revenue_60d,discounted_future_revenue_60d,future_txn_count_60d,first_future_day,last_future_day,future_active_flag,annual_discount_rate,value_horizon_start_day,value_horizon_end_day
1,0,75,3849.7,1.4352152,600,2,0.0033333333333333,0.7265238879736409,0.319999957333339,20.453330606222583,0.017900094,8.542857142857143,4.586324075991654,0.5368600493601693,0.1080931263858093,0.5005549361789404,0.1331853488724453,0.999999999999999,436,3.0,4.0,1.0,8.0,2.0,5.0,1,460.46,457.11626551594367,171.0,660.0,706.0,1,0.08,651,711
10,0,7,163.94,3.6183362,537,90,0.286778398510242,0.0386029411764705,0.0,7.142846938790088,0.0,191.5,234.0523445727472,1.2222053908652393,0.2337662337662337,0.6799999093333454,0.1199999840000021,0.0,441,0.0,0.0,0.0,0.0,0.0,651.0,0,70.4,69.99615378329501,20.0,669.0,685.0,1,0.08,651,711
100,0,21,1743.1,2.927011,645,37,0.0573643410852713,0.2147239263803681,0.0952380498866429,26.999987142863265,0.0028684528,32.0,24.299062624810126,0.7593454697298571,0.1581325301204819,0.5694863962313234,0.1586102695073977,-1.0000000000000004,368,0.0,0.0,0.0,0.0,0.0,651.0,0,216.12,214.79459239323734,66.0,678.0,691.0,1,0.08,651,711
1000,0,120,3630.0,1.7951152,602,2,0.0033222591362126,0.7931034482758621,0.0083333326388889,14.216665481944542,0.00048209366,5.217391304347826,6.1398648603558446,1.1768051760249496,0.4147619047619048,0.3736892260548654,0.0977121063026115,0.4999999999999985,372,3.0,0.0,0.0,3.0,0.0,64.0,0,342.44,340.3112576192577,177.0,655.0,706.0,1,0.08,651,711
1001,0,72,3376.39,3.2409801,635,5,0.0078740157480314,0.4688473520249221,0.0138888869598768,12.333331620370608,0.0035215125,10.0,15.024710828627317,1.5024695803931511,0.1723237597911227,0.4326797357341194,0.1071895417830749,-1.5000000000000016,31782,2.0,1.0,0.0,3.0,0.0,64.0,1,697.63,692.425679909231,159.0,663.0,710.0,1,0.08,651,711
1002,0,28,895.45,1.6929142,578,3,0.0051903114186851,0.2871794871794872,0.0,13.607137997450716,0.0,23.0,21.07328482542134,0.9162293766577204,0.1990950226244343,0.5340908969524797,0.1772727232438017,2.0,424,0.0,0.0,0.0,0.0,0.0,651.0,0,78.479996,77.49813012698186,32.0,705.0,711.0,1,0.08,651,711
1003,0,62,2542.17,7.612916,623,31,0.0497592295345104,0.4222222222222222,0.0161290296566081,12.854836636316673,0.0009834118,13.155555555555557,13.170137632254466,1.0011076739070908,0.3866666666666666,0.5896946508616923,0.3034351116084436,-0.5000000000000002,295,2.0,0.0,0.0,2.0,0.0,328.0,1,46.56,46.24690406547254,6.0,683.0,683.0,1,0.08,651,711
1004,0,197,2441.93,2.9469068,568,1,0.0017605633802816,0.8886956521739131,0.0,3.710659710118797,0.0,3.3157894736842106,3.151981046916976,0.9505945917214303,0.2860147213459516,0.6206533127433792,0.1812434122102907,-0.5000000000000023,316,3.0,2.0,0.0,5.0,0.0,64.0,1,185.29,184.43284991279012,72.0,653.0,709.0,1,0.08,651,711
1005,0,164,2202.45,1.2349477,536,12,0.0223880597014925,0.8637200736648251,0.0121951212076145,7.2926824821535075,0.00045403984,3.4248366013071894,3.300105282326764,0.96357754565334,0.5651857246904588,0.5018234828459265,0.2115244331763353,-3.0000000000000004,400,3.0,0.0,0.0,3.0,0.0,64.0,0,243.76,241.81655587884183,133.0,662.0,711.0,1,0.08,651,711
1006,0,9,121.51,2.4707193,598,18,0.0301003344481605,0.1041322314049586,0.2222219753089163,4.444439506178327,0.041148875,72.5,85.27434717260687,1.1761977298017872,0.1568627450980392,0.5102039775093923,0.4081631820075138,0.5,321,0.0,0.0,0.0,0.0,0.0,651.0,0,16.970001,16.930686102050085,7.0,662.0,662.0,1,0.08,651,711
1007,0,115,1229.99,1.5591006,578,14,0.0242214532871972,0.7538461538461538,0.0,6.026086432514223,0.0,5.423076923076923,4.25792763233251,0.7851483283835453,0.447653429602888,0.6791314755231427,0.2316043397876436,-1.0000000000000009,293,3.0,0.0,0.0,3.0,0.0,64.0,0,121.00001,120.00173015273461,13.0,669.0,709.0,1,0.08,651,711
1008,0,27,223.53,2.7491043,573,29,0.0506108202443281,0.2775862068965517,0.0,3.5925912620032365,0.0,22.666666666666668,24.92888435855722,1.0998032364937436,0.3904761904761905,0.5825242152889111,0.2135922122726007,-1.5000000000000009,292,0.0,0.0,0.0,0.0,0.0,651.0,0,26.46,26.29276197646478,7.0,652.0,690.0,1,0.08,651,711
1009,1,23,125.52,0.94417113,582,65,0.1116838487972508,0.2495755517826825,0.0,3.391302873346577,0.0,24.61904761904762,22.03287586874712,0.8949520412065005,0.312,0.3902438707118804,0.0894308870381392,-0.5000000000000002,381,0.0,0.0,0.0,0.0,0.0,651.0,0,0.0,0.0,0.0,,,0,0.08,651,711
101,0,124,4621.64,9.097772,535,2,0.0037383177570093,0.8007380073800738,0.080645154786681,7.572580034469352,0.010794869,5.383838383838384,4.039870352302114,0.750368521600512,0.3529693486590038,0.6874400734063275,0.4204218580037303,5.5,292,3.0,1.0,0.0,4.0,0.0,64.0,1,529.07,525.5989094101129,135.0,652.0,708.0,1,0.08,651,711
1010,0,56,1660.6,2.267167,562,5,0.0088967971530249,0.5043936731107205,0.0,12.94642625956674,0.0,12.108695652173912,9.12439528801666,0.7535401016522795,0.4013230429988975,0.5546961264674461,0.1801104952473978,0.9999999999999996,341,1.0,0.0,0.0,1.0,0.0,64.0,0,173.6,172.05016283655658,79.0,664.0,710.0,1,0.08,651,711
1011,0,111,2471.8,2.2194133,608,9,0.0148026315789473,0.7739837398373983,0.0540540491843198,7.378377713659665,0.0029533133,5.546296296296297,4.964141057096637,0.8950355050552443,0.1739130434782608,0.3703703663358348,0.1198257067557112,-1.5000000000000002,334,2.0,2.0,0.0,4.0,1.0,27.0,0,452.51,450.27456198950523,159.0,651.0,704.0,1,0.08,651,711
