voucher_file_exists,mba_rules_file_exists,m5_customer_rows,top_n_vouchers_requested,recommendation_role,voucher_rows,voucher_households,merge_status,m5_customers_with_offer,m5_offer_coverage_share,high_risk_customers,high_risk_customers_with_offer,high_risk_offer_coverage_share,top_offer_low_risk_count,top_offer_medium_review_count,top_offer_high_risk_count,note
True,True,2499,3,treatment_metadata_only_not_training_feature,7499,2500,completed,2499,1.0,750,750,1.0,458,0,0,Recommendations are merged after scoring as offer metadata. They are not used as churn-model training features.
