status,method,feature_table,treatment_flag_file,output_file_for_m6,n_households,treated_count,control_count,treated_share,covariate_count,excluded_keyword_rules,propensity_score_min,propensity_score_max,propensity_score_mean,common_support_low,common_support_high,common_support_share,cv_roc_auc,cv_pr_auc,cv_folds_used,important_note
completed,LogisticRegression propensity model,models\final_ML_features.csv,models\psm_inputs\psm_treatment_flags.csv,models\m6_handoff\propensity_scores_for_psm.csv,2499,775,1724,0.31012404961984796,16,"['churn', 'future', 'active_flag', 'revenue_60d', 'discounted_future', 'p_churn', 'expected', 'profit', 'rank', 'decile', 'risk', 'treated', 'treatment', 'coupon', 'promo', 'campaign', 'camp_', 'mailer', 'display', 'discount', 'redempt', 'recommend', 'offer', 'source', 'cutoff']",7.892169501217281e-05,0.9742651652928568,0.3104971297962724,0.0884387369375097,0.9731272700179048,0.9635854341736695,,,,"PSM supports quasi-experimental analysis on observed covariates only. It does not prove randomized causal effect, especially if treatment means coupon redemption/usage rather than random coupon assignment."
