household_key,churn_flag,Frequency,Monetary,Basket_Value_Std,customer_lifetime,Recency_Capped,Inactive_Days_Ratio,active_weeks_ratio,promo_usage_ratio,Avg_Items_Per_Basket,Discount_Per_Transaction,IPT_mean,IPT_std,IPT_CV,Private_Brand_Ratio,Display_Responsiveness,Mailer_Responsiveness,Rolling_Freq_Slope,Total_Campaigns_Received,Campaigns_Last_30D,Days_Since_Last_Camp,Camp_Count_TypeA,Camp_Count_TypeB,Camp_Count_TypeC,has_demographic_info,Primary_Store_ID,future_revenue_60d,discounted_future_revenue_60d,future_txn_count_60d,first_future_day,last_future_day,future_active_flag,annual_discount_rate,value_horizon_start_day,value_horizon_end_day
1658,0,60,1531.98,2.3273904,558,2,0.003584229390681,0.4831858407079646,0.0166666666666666,8.516666666666667,0.0333333333333333,11.346938775510203,11.356993110722874,1.0008852014238707,0.109375,0.4341692721917042,0.1347962361317204,0.4999999999999992,0.0,0.0,651.0,0.0,0.0,0.0,0,292,246.69,244.92912560462037,75.0,664.0,707.0,1,0.08,651,711
1659,0,120,2513.15,1.8174489,560,19,0.0339285714285714,0.7654320987654321,0.0,9.7,0.0,4.963302752293578,7.360966378666781,1.4830752656610713,0.3865671641791044,0.4850523132656777,0.1823617325682979,-1.0000000000000018,5.0,2.0,5.0,3.0,2.0,0.0,0,295,279.38,278.10563579712516,119.0,651.0,709.0,1,0.08,651,711
166,0,109,2545.27,2.7960436,596,2,0.0033557046979865,0.7313432835820896,0.0,6.651376146788991,0.0,5.60377358490566,5.533756573514473,0.9875036195937666,0.3688760806916426,0.5794032668007385,0.1703561100061972,-2.3737566748887003e-16,2.0,0.0,64.0,2.0,0.0,0.0,1,447,502.73,499.3070330607403,139.0,651.0,706.0,1,0.08,651,711
1660,0,53,1799.49,3.0920546,592,15,0.0253378378378378,0.4207011686143572,0.0188679245283018,10.62264150943396,0.0471698113207547,13.418604651162791,15.191213873783273,1.132100016931843,0.3947368421052631,0.6249999938964844,0.1591796859455108,0.9999999999999992,1.0,0.0,147.0,1.0,0.0,0.0,0,381,178.01,177.1414396409776,49.0,658.0,704.0,1,0.08,651,711
1661,0,35,1073.84,2.843632,602,22,0.0365448504983388,0.2528735632183908,0.0857142857142857,8.8,0.0471428598676409,17.575757575757574,22.01424297902142,1.2525338016750904,0.2611764705882353,0.3546099206948009,0.1418439682779203,0.5000000000000001,0.0,0.0,651.0,0.0,0.0,0.0,0,388,179.37,177.71599757958262,59.0,659.0,709.0,1,0.08,651,711
1662,0,77,7965.11,3.0168207,566,18,0.0318021201413427,0.6963350785340314,0.0259740259740259,32.05194805194805,0.0454545454545454,7.611111111111111,5.853987579336818,0.769136043675729,0.1658062556938961,0.3573381939916797,0.1370404128318431,-1.5000000000000009,10.0,2.0,5.0,3.0,7.0,0.0,1,400,648.7,645.1163926105967,210.0,660.0,702.0,1,0.08,651,711
1663,0,112,572.71,2.3996801,556,1,0.0017985611510791,0.6838365896980462,0.0,2.2410714285714284,0.0,5.606060606060606,6.564931853506737,1.1710398093112715,0.1050847457627118,0.6348122650234722,0.0819112600030286,0.9999999999999996,2.0,0.0,64.0,1.0,1.0,0.0,0,406,132.4,131.54974457169874,51.0,651.0,709.0,1,0.08,651,711
1664,0,32,1679.91,4.093228,570,3,0.0052631578947368,0.1819757365684575,0.125,16.0,0.2199999988079071,28.35,85.33172113334494,3.0099361916748864,0.2496815286624203,0.5057471199776868,0.2324393329190379,-1.0000000000000016,0.0,0.0,651.0,0.0,0.0,0.0,0,365,358.38998,356.67481630462015,150.0,654.0,697.0,1,0.08,651,711
1665,0,88,1003.66,2.2168627,604,1,0.0016556291390728,0.5842880523731587,0.0227272727272727,4.625,0.0176136358217759,7.831168831168831,14.796338983007534,1.8894140080311677,0.3982300884955752,0.6944937709681391,0.2397868518687948,0.9999999999999996,0.0,0.0,651.0,0.0,0.0,0.0,0,443,401.05,397.57986610234616,107.0,669.0,707.0,1,0.08,651,711
1666,1,78,1042.51,4.418255,534,54,0.1011235955056179,0.5693160813308688,0.0,3.8846153846153846,0.0,6.857142857142857,6.019980534143776,0.8779125476068355,0.4959785522788204,0.5633423028748705,0.159029645309174,-3.000000000000001,1.0,0.0,64.0,1.0,0.0,0.0,0,31582,15.96,15.901854083314396,3.0,661.0,674.0,1,0.08,651,711
1667,0,40,791.12,3.5472548,604,9,0.0149006622516556,0.2291325695581014,0.05,6.1,0.0887499988079071,25.869565217391305,23.989210354631,0.9273136552510458,0.1283783783783783,0.4230769135050472,0.3778280457504967,0.4999999999999999,1.0,0.0,239.0,1.0,0.0,0.0,0,327,99.979996,99.00664955077889,5.0,692.0,701.0,1,0.08,651,711
1668,0,79,1894.32,3.4496725,553,4,0.0072332730560578,0.6125,0.0,6.772151898734177,0.0,8.446153846153846,7.241440570664205,0.8573644440915933,0.3268698060941828,0.462499993576389,0.0916666653935185,-1.0000000000000004,2.0,0.0,239.0,1.0,1.0,0.0,0,439,110.24,109.38281309261124,38.0,675.0,696.0,1,0.08,651,711
1669,0,7,173.17,1.8544345,624,44,0.0705128205128205,0.0776545166402535,0.0,8.0,0.0,96.66666666666669,127.55809134142244,1.3195663256457844,0.131578947368421,0.4054053506208985,0.1351351168736328,-0.5000000000000002,0.0,0.0,651.0,0.0,0.0,0.0,0,374,124.8,123.67217405814975,37.0,678.0,703.0,1,0.08,651,711
167,0,15,946.56,2.8878314,612,44,0.0718954248366013,0.1583198707592891,0.2,17.266666666666666,0.2033333301544189,40.57142857142857,38.77095321483357,0.955621850740512,0.0866666666666666,0.4463087098554124,0.0805369100490969,-1.0000000000000004,0.0,0.0,651.0,0.0,0.0,0.0,0,320,321.46,319.1056078263589,80.0,661.0,709.0,1,0.08,651,711
1670,1,17,86.48,1.5968221,629,90,0.1653418124006359,0.1650943396226415,0.0,3.0,0.0,35.0,41.4160079472384,1.1833141746884757,0.4126984126984127,0.3934425584520395,0.1475409594195148,0.0,0.0,0.0,651.0,0.0,0.0,0.0,0,412,0.0,0.0,0.0,,,0,0.08,651,711
1671,0,36,1292.5,1.7975613,581,31,0.0533562822719449,0.369047619047619,0.0277777777777777,14.02777777777778,0.0097222220566537,15.714285714285714,17.68277897472305,1.125267036857898,0.2193251533742331,0.5092307613964498,0.1630769205680473,-0.5000000000000002,2.0,0.0,328.0,1.0,1.0,0.0,0,436,122.92,122.46024092331122,42.0,656.0,710.0,1,0.08,651,711
1672,0,66,1539.26,3.0345197,620,3,0.0048387096774193,0.4688995215311005,0.0454545454545454,9.106060606060606,0.0984848484848484,10.824561403508772,10.825107731264556,1.0000495472509527,0.4149590163934426,0.6078028685030507,0.1437371648486944,-0.5000000000000009,2.0,0.0,147.0,2.0,0.0,0.0,0,360,102.05,101.30214864494405,11.0,655.0,701.0,1,0.08,651,711
1673,0,66,3871.68,2.538063,549,17,0.0309653916211293,0.5161870503597122,0.0454545454545454,20.96969696969697,0.1627272692593661,8.3125,14.632942830238076,1.760351906973715,0.3229813664596273,0.6184284871767751,0.274166194040892,0.4999999999999999,5.0,0.0,64.0,3.0,2.0,0.0,0,295,203.03,202.15055764572304,69.0,656.0,693.0,1,0.08,651,711
1674,1,8,120.28,1.0423963,591,90,0.3925549915397631,0.0819397993311036,0.0,10.0,0.0,51.285714285714285,68.07523848829393,1.327372079392791,0.8285714285714286,0.7669902167970664,0.592232952210393,0.0,0.0,0.0,651.0,0.0,0.0,0.0,0,424,0.0,0.0,0.0,,,0,0.08,651,711
1675,1,96,4688.6,2.723884,593,18,0.0303541315345699,0.7933333333333333,0.2083333333333333,16.385416666666668,0.6086457967758179,6.182795698924731,3.3717052728460444,0.5453357968911149,0.4038793103448276,0.4223468489113595,0.1182053489292262,-0.5000000000000006,8.0,0.0,64.0,5.0,3.0,0.0,0,3235,0.0,0.0,0.0,,,0,0.08,651,711
1676,0,66,3947.75,1.8979199,536,3,0.0055970149253731,0.5930018416206262,0.0757575757575757,23.0,0.0704545468995065,8.46031746031746,7.747685183591617,0.9157665846779054,0.2047493403693931,0.3692551486040404,0.1125198092312741,2.5,6.0,1.0,5.0,3.0,3.0,0.0,1,321,739.72,735.2291552585903,309.0,659.0,706.0,1,0.08,651,711
1677,0,182,11630.58,2.293217,636,1,0.0015723270440251,0.9253499222395024,0.0824175824175824,19.37362637362637,0.0802197823157677,3.944099378881988,2.71396492056587,0.6881058966308843,0.1383236434108527,0.5159961209016091,0.1388754238030164,-1.000000000000001,11.0,2.0,5.0,4.0,6.0,1.0,1,32004,897.89,892.5424809688378,269.0,659.0,704.0,1,0.08,651,711
1678,0,73,2425.98,3.9262092,533,54,0.1013133208255159,0.5185185185185186,0.0136986301369863,10.972602739726028,0.0136986301369863,7.484375,8.278854662561091,1.1061502932520295,0.2381951731374606,0.5341745474850206,0.1787591989615226,-1.5000000000000004,4.0,0.0,64.0,3.0,1.0,0.0,1,370,169.26,168.03506175245698,56.0,658.0,699.0,1,0.08,651,711
1679,0,45,271.24,1.7652975,621,3,0.0048309178743961,0.1560509554140127,0.0,2.577777777777778,0.0,19.93548387096774,85.81566892041373,4.304667317291194,0.1241379310344827,0.3216782991833357,0.0769230715438411,2.0,0.0,0.0,651.0,0.0,0.0,0.0,0,356,4.89,4.830562279415763,2.0,709.0,709.0,1,0.08,651,711
168,0,33,431.9,2.465354,629,58,0.0922098569157392,0.2861635220125786,0.0,4.454545454545454,0.0,18.41935483870968,22.688872740543086,1.2317945238187975,0.2433862433862433,0.4973261766135734,0.0802138994538021,0.0,0.0,0.0,651.0,0.0,0.0,0.0,0,402,18.11,17.97831171932599,9.0,681.0,700.0,1,0.08,651,711
1680,0,44,1888.57,2.2030902,583,40,0.0686106346483705,0.4271186440677966,0.1363636363636363,16.181818181818183,0.6418182199651544,12.627906976744184,17.275117332402797,1.3680100498139942,0.3058252427184466,0.5924574137170631,0.2287104595047389,-2.000000000000001,0.0,0.0,651.0,0.0,0.0,0.0,1,346,147.59,147.0683809408304,64.0,652.0,688.0,1,0.08,651,711
1681,1,78,2343.62,1.9766268,590,7,0.011864406779661,0.5159128978224455,0.0,10.371794871794872,0.0,8.32857142857143,19.93374636907017,2.3934143575383566,0.1197252208047105,0.4759095331768974,0.1032448367429219,-0.5000000000000003,2.0,0.0,147.0,1.0,1.0,0.0,0,319,0.0,0.0,0.0,,,0,0.08,651,711
1682,0,8,88.909996,1.4553275,571,63,0.1103327495621716,0.0847750865051903,0.0,6.25,0.0,72.57142857142857,109.86636904721594,1.5139064514902756,0.3382352941176471,0.7575756427915692,0.0909090771349883,-0.5000000000000002,0.0,0.0,651.0,0.0,0.0,0.0,0,300,0.0,0.0,0.0,,,0,0.08,651,711
1683,0,82,1740.6799,3.4847536,627,9,0.0143540669856459,0.6182965299684543,0.0365853658536585,5.7073170731707314,0.073170731707317,8.025974025974026,7.192785175317266,0.896187327565028,0.2006920415224913,0.5225694353720585,0.189236107825762,0.9999999999999992,4.0,0.0,90.0,2.0,2.0,0.0,0,296,150.49,149.08111850252286,50.0,681.0,703.0,1,0.08,651,711
1684,0,42,1353.4,2.755748,587,6,0.0102214650766609,0.3771043771043771,0.0,9.666666666666666,0.0,15.289473684210526,22.72504023691837,1.4863183549086458,0.2138836772983114,0.6440677844808327,0.1450094134649828,0.4999999999999999,0.0,0.0,651.0,0.0,0.0,0.0,0,447,76.18,75.68877656157267,31.0,654.0,707.0,1,0.08,651,711
1685,0,84,1009.92,2.8146884,607,5,0.0082372322899505,0.6042345276872965,0.0238095238095238,4.130952380952381,0.0595238095238095,8.246575342465754,7.397035483365031,0.8969816204137282,0.4911111111111111,0.5290178453344231,0.129464282824458,0.9999999999999998,2.0,0.0,147.0,2.0,0.0,0.0,0,293,557.64,553.8195994503354,158.0,659.0,707.0,1,0.08,651,711
1686,0,80,1090.86,1.9195265,542,4,0.007380073800738,0.7140255009107468,0.0375,6.1,0.0287499994039535,7.685714285714286,4.994323900342478,0.6498182493516709,0.3328,0.600321017651348,0.2215088246948824,-1.0000000000000029,1.0,0.0,239.0,1.0,0.0,0.0,1,410,196.91,195.58279969232316,89.0,653.0,711.0,1,0.08,651,711
1687,0,101,3616.14,2.2661405,556,1,0.0017985611510791,0.7708703374777975,0.3861386138613861,12.98019801980198,1.2969305963799505,5.721649484536083,4.348712137042312,0.7600438559469621,0.2931833223031105,0.4831013884486323,0.1802518212044279,-1.000000000000001,6.0,0.0,64.0,3.0,2.0,1.0,0,439,150.13,148.93375872257639,70.0,663.0,705.0,1,0.08,651,711
1688,0,31,855.7,2.812639,570,5,0.0087719298245614,0.291161178509532,0.064516129032258,9.96774193548387,0.1451612903225806,20.178571428571427,27.367260206621545,1.3562529310346596,0.3598014888337469,0.668329160390794,0.2942643318138571,1.0000000000000002,0.0,0.0,651.0,0.0,0.0,0.0,0,450,24.42,24.255786141217015,4.0,683.0,683.0,1,0.08,651,711
1689,0,97,2302.97,9.12376,642,3,0.0046728971962616,0.6579352850539292,0.0103092783505154,5.649484536082475,0.0257731958762886,6.945652173913044,8.657543405132515,1.2464676784380706,0.5127582017010935,0.5724725874242073,0.2606577312952773,-1.000000000000002,2.0,0.0,64.0,2.0,0.0,0.0,1,310,115.86,114.72865133548103,30.0,672.0,710.0,1,0.08,651,711
169,0,15,79.5,2.1516185,584,44,0.0753424657534246,0.1184433164128595,0.0,1.9333333333333331,0.0,41.53846153846154,66.10170873310233,1.5913370493639143,0.1282051282051282,0.7297295325055317,0.2162161577794168,-0.5000000000000002,0.0,0.0,651.0,0.0,0.0,0.0,0,363,8.05,8.009366213054228,3.0,675.0,675.0,1,0.08,651,711
1690,0,52,1173.51,3.8609073,558,13,0.0232974910394265,0.4212389380530973,0.0576923076923076,7.788461538461538,0.0576923076923076,13.292682926829269,13.210306397731706,0.9938021189873968,0.2263157894736842,0.6901408329200558,0.2781690091871653,0.4999999999999994,0.0,0.0,651.0,0.0,0.0,0.0,0,319,334.53,332.5154381732409,94.0,660.0,695.0,1,0.08,651,711
1691,0,46,2088.51,2.6675065,557,3,0.0053859964093357,0.4716312056737589,0.0652173913043478,15.0,0.1641304389290187,12.883720930232558,12.00239916954222,0.9315934362908626,0.3172103487064117,0.5760992043280811,0.2220969535276555,1.4999999999999998,0.0,0.0,651.0,0.0,0.0,0.0,0,363,145.18,144.46177148994883,54.0,658.0,710.0,1,0.08,651,711
1692,0,111,1559.97,1.684163,633,7,0.0110584518167456,0.6671874999999999,0.0,7.477477477477477,0.0,6.804347826086956,11.077389237417268,1.627984524116017,0.3889384478144513,0.7095621026848784,0.334226985395648,1.4999999999999991,3.0,0.0,64.0,3.0,0.0,0.0,1,330,181.99,180.9697799359652,99.0,654.0,710.0,1,0.08,651,711
1693,0,144,7075.12,1.9151971,545,1,0.0018348623853211,0.9384057971014492,0.0486111111111111,18.18055555555556,0.0850694444444444,4.184615384615385,2.672816403223923,0.6387229817632973,0.2298498314434569,0.4311560857676906,0.104875804646195,-2.1363810073998297e-15,7.0,1.0,5.0,3.0,3.0,1.0,1,356,1049.09,1041.1595908272916,375.0,656.0,710.0,1,0.08,651,711
1694,0,154,5934.38,1.7175039,543,1,0.001841620626151,0.9545454545454546,0.1948051948051948,17.928571428571427,0.2924025894759537,4.672413793103448,2.583478821006804,0.5529204831162894,0.2928507328746634,0.6231667146867204,0.2304699184960493,0.9999999999999988,8.0,1.0,27.0,3.0,4.0,1.0,1,446,602.02,598.1440285224495,297.0,656.0,708.0,1,0.08,651,711
1695,0,141,966.0,2.5914192,623,5,0.0080256821829855,0.7333333333333333,0.0070921985815602,2.872340425531915,0.0070921985815602,4.904761904761905,4.701367582188946,0.9585293003380078,0.3392,0.5922953355971856,0.1717495959590755,-3.500000000000004,1.0,0.0,147.0,1.0,0.0,0.0,1,289,59.29,58.802820207805205,26.0,655.0,710.0,1,0.08,651,711
1696,0,59,2534.83,2.5872297,553,18,0.0325497287522604,0.5375,0.0169491525423728,14.559322033898304,0.0847457627118644,9.553571428571429,11.917778381831134,1.2474670856093002,0.1088709677419354,0.3828282789613305,0.0838383829915314,-3.5606350123330496e-16,5.0,1.0,27.0,3.0,2.0,0.0,1,439,105.18,104.4585276983335,22.0,676.0,704.0,1,0.08,651,711
1697,0,36,818.59,2.9033098,545,4,0.0073394495412844,0.3550724637681159,0.0277777777777777,7.416666666666667,0.0208333333333333,16.393939393939394,19.512719239542506,1.1902390797153537,0.18562874251497,0.6445782938380032,0.25903613677602,-5.934391687221749e-16,0.0,0.0,651.0,0.0,0.0,0.0,0,346,105.42,104.9224529890257,36.0,656.0,698.0,1,0.08,651,711
1698,0,30,1565.35,2.377119,577,4,0.0069324090121317,0.2517123287671233,0.0,18.066666666666663,0.0,23.875,29.25348362755837,1.2252762879495491,0.3862559241706161,0.4952494002939501,0.1342042739405668,1.4999999999999998,0.0,0.0,651.0,0.0,0.0,0.0,0,295,192.16,191.38225900435822,93.0,652.0,702.0,1,0.08,651,711
1699,0,21,745.83,4.6648445,563,32,0.0568383658969804,0.1964912280701754,0.1428571428571428,9.238095238095235,0.6142856961204892,31.235294117647054,30.64010731819633,0.9809447413347112,0.2086092715231788,0.7099999763333342,0.413333319555556,-0.5000000000000002,0.0,0.0,651.0,0.0,0.0,0.0,0,327,319.01,317.38519566594874,74.0,654.0,698.0,1,0.08,651,711
17,1,105,4384.36,7.562771,627,11,0.0175438596491228,0.6845425867507886,0.0857142857142857,9.342857142857143,0.7285714285714285,6.769230769230769,6.3527368084365765,0.938471096686738,0.2979613173026659,0.4453165858434506,0.1841967546614508,1.4999999999999998,5.0,0.0,64.0,5.0,0.0,0.0,1,361,52.14,52.00908934457168,13.0,661.0,689.0,1,0.08,651,711
170,0,43,1984.05,2.1769056,611,34,0.055646481178396,0.3624595469255663,0.0232558139534883,17.3953488372093,0.0802325537038403,14.425,21.3720252091013,1.4815951745684266,0.2810526315789474,0.5453586440363012,0.2542194066010611,-2.0000000000000004,0.0,0.0,651.0,0.0,0.0,0.0,1,34011,12.91,12.796176329033866,4.0,693.0,693.0,1,0.08,651,711
1700,0,29,1426.19,1.8184522,576,30,0.0520833333333333,0.2281303602058318,0.0,18.55172413793104,0.0,21.0,30.63723225097202,1.458915126753369,0.2780748663101604,0.6608578999885,0.2252010693672779,-0.5000000000000006,0.0,0.0,651.0,0.0,0.0,0.0,0,289,180.5,180.27413509009486,58.0,652.0,677.0,1,0.08,651,711
1701,0,23,1033.32,4.124821,570,9,0.0157894736842105,0.2547660311958405,0.0,11.782608695652174,0.0,25.5,22.398448075491217,0.8783701683054719,0.2255434782608695,0.5191256688763479,0.144808739212876,-0.5000000000000004,0.0,0.0,651.0,0.0,0.0,0.0,0,412,8.059999,8.004112205384569,4.0,684.0,684.0,1,0.08,651,711
1702,0,27,1741.23,2.851425,544,2,0.0036764705882352,0.2540834845735027,0.0,18.666666666666668,0.0,22.58333333333333,31.839156459585595,1.4098513222615074,0.2291933418693982,0.508344024283132,0.1450577645050351,-0.5000000000000009,0.0,0.0,651.0,0.0,0.0,0.0,0,443,185.82,185.6545656665918,39.0,653.0,656.0,1,0.08,651,711
1703,0,197,3966.51,3.0621307,540,1,0.0018518518518518,0.7678244972577697,0.015228426395939,6.7969543147208125,0.0129441621944989,3.61744966442953,4.799489437142924,1.326756863203283,0.2781425891181989,0.5502347392007758,0.1272300463510326,0.4999999999999994,5.0,0.0,36.0,2.0,2.0,1.0,0,297,681.37,676.8808732794336,272.0,653.0,708.0,1,0.08,651,711
1704,0,39,310.4,1.7910417,644,4,0.0062111801242236,0.2258064516129032,0.0,4.205128205128205,0.0,22.06896551724138,33.03345818417913,1.4968278957204766,0.3440860215053763,0.5163043197660696,0.2228260748464089,2.5,0.0,0.0,651.0,0.0,0.0,0.0,0,297,30.43,30.22451917687582,13.0,664.0,710.0,1,0.08,651,711
1705,0,151,1576.79,1.7577454,614,11,0.017915309446254,0.7439613526570049,0.0,5.768211920529802,0.0,4.7109375,6.113303350426079,1.2976802119798785,0.3649425287356322,0.5662188045468445,0.1324376186906178,-4.500000000000004,7.0,0.0,64.0,4.0,2.0,1.0,0,445,211.65,210.25956747757965,87.0,652.0,709.0,1,0.08,651,711
1706,0,10,241.7,3.217671,576,6,0.0104166666666666,0.1080617495711835,0.1,8.8,0.9779999732971192,71.25,120.91998535040788,1.697122363216621,0.3925233644859813,0.5619047083900277,0.1142857034013615,1.5000000000000002,0.0,0.0,651.0,0.0,0.0,0.0,0,343,118.37,117.69218170680965,75.0,654.0,691.0,1,0.08,651,711
1707,0,676,5939.14,2.4915597,635,1,0.0015748031496062,0.9922118380062306,0.0266272189349112,3.230769230769231,0.0658727792593149,1.8218390804597704,1.3247304363807395,0.7271351126660968,0.199528936742934,0.5683501664365314,0.1484848479848995,12.999999999999998,6.0,1.0,27.0,4.0,2.0,0.0,1,320,581.25,578.0069387319629,185.0,651.0,709.0,1,0.08,651,711
1708,0,53,3274.89,3.1272283,556,2,0.0035971223021582,0.522202486678508,0.0943396226415094,18.660377358490567,0.1009433944270296,11.306122448979592,7.893045677558644,0.6981207511213096,0.3262032085561497,0.5508625785195563,0.2218917297924346,-1.0000000000000009,3.0,0.0,64.0,3.0,0.0,0.0,1,327,296.71,294.63644056736626,97.0,672.0,700.0,1,0.08,651,711
1709,0,73,1801.73,2.29604,582,16,0.0274914089347079,0.4872665534804754,0.1917808219178082,9.547945205479452,0.2765753497816112,8.984126984126984,10.830798474559396,1.205546898237979,0.3011363636363636,0.670842816960788,0.260820042587471,-4.747513349777401e-16,1.0,0.0,147.0,1.0,0.0,0.0,1,338,215.73,213.67441494272407,97.0,667.0,707.0,1,0.08,651,711
171,0,21,480.63998,1.404148,562,12,0.0213523131672597,0.1968365553602812,0.0952380952380952,11.047619047619047,0.1761904671078636,28.94736842105263,30.33603226859389,1.0479716617975785,0.3249097472924188,0.5563636161322322,0.1599999941818184,-0.5000000000000006,0.0,0.0,651.0,0.0,0.0,0.0,0,389,244.81999,243.64330819925343,132.0,653.0,701.0,1,0.08,651,711
1710,0,165,10431.44,4.0968485,635,3,0.0047244094488188,0.839563862928349,0.0484848484848484,18.824242424242424,0.082727270415335,4.7164179104477615,4.6317179461090205,0.9820393810851868,0.2583396037120642,0.3648682550442452,0.1357590962716208,-3.500000000000001,10.0,2.0,5.0,5.0,5.0,0.0,1,367,522.75,519.5431126585313,178.0,652.0,705.0,1,0.08,651,711
1711,0,10,636.23,2.5372074,585,6,0.0102564102564102,0.1064189189189189,0.1,19.1,0.2490000009536743,72.375,81.28422356152515,1.1230979251198052,0.3015873015873015,0.4639999814400007,0.2239999910400003,0.5000000000000001,0.0,0.0,651.0,0.0,0.0,0.0,0,338,0.0,0.0,0.0,,,0,0.08,651,711
1712,0,30,618.07,2.340253,534,32,0.0599250936329588,0.1682070240295748,0.0333333333333333,8.066666666666666,0.0583333333333333,31.375,52.92368719832988,1.6868102097283757,0.1649122807017544,0.5547702984180107,0.1484098887487672,-0.5000000000000006,0.0,0.0,651.0,0.0,0.0,0.0,0,31782,110.86,110.3026011189391,48.0,653.0,690.0,1,0.08,651,711
1713,0,31,1418.22,2.822949,632,11,0.0174050632911392,0.2848200312989045,0.0,11.290322580645162,0.0,23.0,24.955344733528147,1.0850145166688252,0.0678899082568807,0.4106813920684826,0.0994475119807088,-5.934391687221749e-16,0.0,0.0,651.0,0.0,0.0,0.0,0,391,315.59,313.3111183445113,68.0,662.0,704.0,1,0.08,651,711
1714,0,7,162.58,2.45183,615,90,0.1983739837398374,0.0787781350482315,0.0,7.428571428571429,0.0,82.16666666666667,86.36994075873079,1.0511553376938427,0.2906976744186046,0.4999999404761975,0.1904761678004562,0.0,0.0,0.0,651.0,0.0,0.0,0.0,0,443,102.14,102.12721143607938,30.0,651.0,653.0,1,0.08,651,711
1715,0,48,900.72,2.2140892,629,14,0.0222575516693163,0.440251572327044,0.0,7.125,0.0,13.666666666666666,9.6129647304612,0.7033871485309547,0.2987012987012987,0.415143592293901,0.099216707592253,-2.9671958436108745e-16,0.0,0.0,651.0,0.0,0.0,0.0,0,396,82.81,82.05688152935838,23.0,657.0,710.0,1,0.08,651,711
1716,0,167,1762.65,2.1633177,560,4,0.0071428571428571,0.6049382716049383,0.0359281437125748,4.658682634730539,0.0392215580283524,4.87719298245614,9.834147074764129,2.016349762381981,0.2497249724972497,0.5424476235672809,0.1256890835094919,0.9999999999999996,4.0,0.0,64.0,2.0,1.0,1.0,0,324,150.42,149.9336004276847,76.0,651.0,702.0,1,0.08,651,711
1717,0,74,1443.59,3.3619316,592,3,0.0050675675675675,0.6894824707846411,0.0405405405405405,6.702702702702703,0.0500000006443745,8.414285714285715,5.276397698317238,0.6270753818835982,0.4222873900293255,0.6191176379541524,0.3249999952205883,0.9999999999999994,1.0,0.0,64.0,1.0,0.0,0.0,0,320,281.7,279.64320244190293,73.0,651.0,711.0,1,0.08,651,711
1718,0,27,691.67,2.195184,607,21,0.0345963756177924,0.2394136807817589,0.0,8.25925925925926,0.0,23.44,53.888836196996,2.299010802341637,0.2687747035573122,0.486055757527659,0.1872509885557375,-2.500000000000002,0.0,0.0,651.0,0.0,0.0,0.0,0,356,174.03,172.57558070761667,56.0,663.0,711.0,1,0.08,651,711
1719,0,55,2181.94,1.9474286,580,2,0.0034482758620689,0.3816013628620102,0.0181818181818181,15.363636363636363,0.0454545454545454,11.56,15.448611323893632,1.3363839065791148,0.2219047619047619,0.5257633537618001,0.1221374034147194,3.5,0.0,0.0,651.0,0.0,0.0,0.0,0,293,1194.14,1186.659889956788,358.0,652.0,709.0,1,0.08,651,711
172,0,46,775.22,2.7350721,584,1,0.0017123287671232,0.4500846023688663,0.0434782608695652,5.130434782608695,0.0326086956521739,13.25,13.587143375863784,1.0254440091640522,0.2020905923344947,0.4666666502923983,0.1754385903354881,2.5,0.0,0.0,651.0,0.0,0.0,0.0,0,372,84.11,83.64491420284448,19.0,655.0,709.0,1,0.08,651,711
1720,0,128,4843.52,2.706584,569,7,0.0123022847100175,0.8749999999999999,0.0625,12.359375,0.0921875089406967,4.532258064516129,3.343323607709759,0.7376711968749573,0.1894150417827298,0.4885666453509947,0.0942554372880343,-0.5000000000000009,7.0,1.0,27.0,3.0,2.0,2.0,1,327,790.69,785.3555102249992,252.0,653.0,704.0,1,0.08,651,711
1721,0,11,292.85,2.301282,537,41,0.0763500931098696,0.1286764705882353,0.0,10.454545454545457,0.0,49.6,113.01347019025847,2.2784969234937344,0.3150684931506849,0.6874999522569477,0.2222222067901245,-1.0000000000000004,0.0,0.0,651.0,0.0,0.0,0.0,0,360,46.739998,46.33248280658218,18.0,653.0,709.0,1,0.08,651,711
1722,0,211,9784.08,6.874531,627,6,0.0095693779904306,0.805993690851735,0.1469194312796208,13.014218009478672,0.4236966535378406,4.373239436619718,3.639049745283306,0.8321157523765881,0.2817097415506958,0.6368337298392329,0.2820206836077552,-1.42425400493322e-15,6.0,0.0,64.0,4.0,2.0,0.0,1,296,544.26,540.9084830626339,280.0,654.0,708.0,1,0.08,651,711
1723,1,74,4126.13,13.023377,645,17,0.0263565891472868,0.5475460122699387,0.0,7.378378378378378,0.0,9.101449275362318,10.60957520846178,1.1657004539021492,0.0785714285714285,0.4164677754598118,0.1169451060030417,-1.0000000000000009,3.0,0.0,64.0,3.0,0.0,0.0,0,367,290.04,289.293518381762,41.0,651.0,680.0,1,0.08,651,711
1724,0,87,2396.1199,2.7175188,581,2,0.0034423407917383,0.6428571428571429,0.0229885057471264,9.39080459770115,0.0229885057471264,6.975903614457831,7.731746250890384,1.1083489100074382,0.3216715257531584,0.4060369970200876,0.0954235628488455,-1.0000000000000009,0.0,0.0,651.0,0.0,0.0,0.0,0,317,188.26999,187.42596112834315,69.0,660.0,690.0,1,0.08,651,711
